                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                0.92917,                0.50432,                 1.1207,                0.99744,                      1,                  0.995,                0.70415,                 1.0698,                0.42981,                 1.2144,              0.0014855,              0.0014855,              0.0014855
                    112,                0.94068,                0.50943,                 1.1207,                0.99863,                      1,                  0.995,                0.70807,                 1.0446,                0.41633,                 1.1869,              0.0014838,              0.0014838,              0.0014838
                    113,                0.95187,                0.54476,                 1.1115,                0.99804,                      1,                  0.995,                 0.6851,                 1.1024,                0.43395,                 1.2242,              0.0014822,              0.0014822,              0.0014822
                    114,                0.91063,                0.49058,                 1.0904,                0.99893,                      1,                  0.995,                0.72504,                 1.0671,                0.41734,                 1.1942,              0.0014805,              0.0014805,              0.0014805
                    115,                0.94239,                0.51417,                 1.1223,                0.99796,                      1,                  0.995,                0.71842,                 1.0797,                0.43702,                 1.2494,              0.0014789,              0.0014789,              0.0014789
                    116,                0.93346,                0.51722,                 1.1244,                      1,                0.97675,                  0.995,                0.73577,                   1.04,                0.51261,                 1.1779,              0.0014772,              0.0014772,              0.0014772
                    117,                 0.9135,                0.49588,                 1.1155,                0.99833,                      1,                  0.995,                0.68169,                  1.135,                0.42113,                 1.2543,              0.0014756,              0.0014756,              0.0014756
                    118,                0.92253,                0.51895,                 1.1059,                0.99855,                      1,                  0.995,                0.73315,                 1.0299,                0.40683,                 1.1969,              0.0014739,              0.0014739,              0.0014739
                    119,                0.94983,                0.51525,                 1.1069,                0.99864,                      1,                  0.995,                0.72804,                 1.0433,                0.40684,                 1.1886,              0.0014723,              0.0014723,              0.0014723
                    120,                 0.9259,                0.50376,                 1.1115,                0.99646,                      1,                  0.995,                0.72003,                 1.0617,                0.41709,                 1.1895,              0.0014706,              0.0014706,              0.0014706
                    121,                0.91711,                0.49746,                 1.0942,                0.99256,                      1,                  0.995,                0.75164,                0.97201,                0.41155,                 1.1552,               0.001469,               0.001469,               0.001469
                    122,                0.91887,                0.49807,                 1.1139,                0.99993,                      1,                  0.995,                0.71155,                 1.0768,                0.41555,                 1.2436,              0.0014673,              0.0014673,              0.0014673
                    123,                0.91399,                0.48583,                 1.1091,                0.99854,                      1,                  0.995,                0.70295,                 1.1204,                0.41679,                 1.2176,              0.0014657,              0.0014657,              0.0014657
                    124,                0.91724,                0.49691,                 1.0866,                0.99931,                      1,                  0.995,                0.68882,                 1.1289,                0.43781,                 1.2325,               0.001464,               0.001464,               0.001464
                    125,                0.90446,                0.49221,                 1.0887,                0.99784,                      1,                  0.995,                0.71787,                 1.0254,                0.42665,                 1.1855,              0.0014624,              0.0014624,              0.0014624
                    126,                0.89957,                 0.4896,                 1.0889,                0.99587,                0.97917,                0.99459,                0.71441,                 1.0656,                0.49089,                 1.2175,              0.0014607,              0.0014607,              0.0014607
                    127,                0.92758,                0.52006,                 1.1109,                 0.9983,                      1,                  0.995,                 0.7306,                 1.0611,                0.42172,                  1.217,              0.0014591,              0.0014591,              0.0014591
                    128,                0.89206,                0.48463,                 1.0979,                0.99693,                      1,                  0.995,                 0.7451,                  1.007,                0.39059,                 1.1849,              0.0014574,              0.0014574,              0.0014574
                    129,                0.86898,                0.46473,                 1.0856,                0.97828,                      1,                0.99459,                0.73035,                 1.0656,                 0.4207,                 1.1979,              0.0014558,              0.0014558,              0.0014558
                    130,                0.88155,                0.48537,                 1.0862,                0.99801,                      1,                  0.995,                0.71805,                 1.0793,                0.41672,                 1.2309,              0.0014541,              0.0014541,              0.0014541
                    131,                0.89145,                0.48459,                 1.0855,                0.97996,                      1,                  0.995,                0.74303,                  1.039,                0.40731,                  1.184,              0.0014525,              0.0014525,              0.0014525
                    132,                0.91602,                0.49333,                 1.0992,                0.97817,                      1,                0.98745,                0.72872,                 1.0103,                0.42539,                 1.1971,              0.0014508,              0.0014508,              0.0014508
                    133,                0.90363,                0.49947,                 1.0868,                0.99438,                      1,                  0.995,                0.72272,                 1.0471,                0.41679,                 1.2183,              0.0014492,              0.0014492,              0.0014492
                    134,                0.88747,                 0.4799,                 1.0884,                0.97937,                      1,                0.99459,                0.69897,                 1.0639,                0.41811,                 1.2252,              0.0014475,              0.0014475,              0.0014475
                    135,                0.90506,                0.48705,                  1.098,                 0.9978,                      1,                  0.995,                0.71508,                 1.0592,                0.40669,                  1.242,              0.0014459,              0.0014459,              0.0014459
                    136,                0.87797,                0.49539,                 1.0801,                      1,                 0.9972,                  0.995,                0.72688,                 1.0785,                0.46047,                 1.2057,              0.0014442,              0.0014442,              0.0014442
                    137,                0.90387,                0.49856,                 1.1002,                0.97928,                      1,                  0.995,                0.69835,                 1.1234,                0.42752,                 1.2167,              0.0014426,              0.0014426,              0.0014426
                    138,                0.90347,                 0.4818,                 1.0867,                0.98247,                      1,                  0.995,                0.70227,                 1.1376,                0.43334,                 1.2586,              0.0014409,              0.0014409,              0.0014409
                    139,                0.86254,                0.46568,                 1.0695,                0.91251,                0.79167,                0.94213,                0.57482,                 1.4248,                0.93815,                 1.4977,              0.0014393,              0.0014393,              0.0014393
                    140,                0.90241,                0.48942,                 1.0855,                 0.9984,                      1,                  0.995,                0.70056,                 1.0906,                0.41314,                 1.2496,              0.0014376,              0.0014376,              0.0014376
                    141,                 0.8681,                 0.4701,                 1.0673,                      1,                0.97879,                0.99459,                0.68363,                 1.1351,                0.44363,                 1.2689,               0.001436,               0.001436,               0.001436
                    142,                0.87581,                0.46919,                 1.0749,                0.99792,                      1,                  0.995,                0.72631,                 1.0711,                0.41366,                  1.214,              0.0014343,              0.0014343,              0.0014343
                    143,                0.87719,                0.46937,                 1.0579,                0.99782,                      1,                  0.995,                0.71806,                 1.0592,                0.42603,                 1.2003,              0.0014327,              0.0014327,              0.0014327
                    144,                0.86957,                0.47285,                   1.07,                 0.9768,                      1,                0.98316,                0.70714,                 1.0589,                0.42275,                 1.2359,               0.001431,               0.001431,               0.001431
                    145,                0.87508,                 0.4727,                 1.0649,                 0.9735,                      1,                0.99418,                0.72957,                 1.0703,                0.43216,                 1.2106,              0.0014294,              0.0014294,              0.0014294
                    146,                0.89534,                0.49039,                 1.0832,                0.99957,                      1,                  0.995,                0.72036,                 1.0651,                0.40766,                 1.2246,              0.0014277,              0.0014277,              0.0014277
                    147,                0.86469,                0.45517,                 1.0768,                0.97754,                      1,                0.99092,                0.70275,                 1.1354,                0.44184,                 1.2483,              0.0014261,              0.0014261,              0.0014261
                    148,                0.85801,                0.47354,                 1.0849,                0.99859,                      1,                  0.995,                0.71731,                 1.0466,                0.39764,                   1.23,              0.0014244,              0.0014244,              0.0014244
                    149,                0.83262,                0.45965,                 1.0718,                0.99759,                      1,                  0.995,                0.69199,                 1.1023,                 0.4228,                 1.2633,              0.0014228,              0.0014228,              0.0014228
                    150,                0.87341,                0.46496,                 1.0817,                0.99865,                      1,                  0.995,                0.71306,                 1.0539,                0.39772,                 1.2363,              0.0014211,              0.0014211,              0.0014211
                    151,                0.82347,                 0.4636,                 1.0583,                 0.9991,                      1,                  0.995,                0.72506,                 1.0349,                0.40722,                 1.2265,              0.0014195,              0.0014195,              0.0014195
                    152,                0.84688,                0.46099,                 1.0677,                0.99864,                      1,                  0.995,                0.70679,                 1.0519,                0.39441,                 1.2347,              0.0014178,              0.0014178,              0.0014178
                    153,                0.85589,                0.44959,                 1.0782,                0.99875,                      1,                  0.995,                0.73094,                 1.0487,                 0.4022,                 1.2325,              0.0014161,              0.0014161,              0.0014161
                    154,                0.84484,                0.45178,                 1.0627,                      1,                0.97668,                0.98852,                0.69379,                 1.1329,                0.45453,                 1.2405,              0.0014145,              0.0014145,              0.0014145
                    155,                0.84838,                0.46942,                 1.0618,                0.99869,                      1,                  0.995,                0.74127,                 1.0182,                0.38042,                 1.1722,              0.0014128,              0.0014128,              0.0014128
                    156,                0.85772,                 0.4648,                 1.0876,                0.97705,                      1,                0.99459,                0.66943,                 1.1613,                0.44063,                 1.2951,              0.0014112,              0.0014112,              0.0014112
                    157,                0.86698,                0.47025,                 1.0818,                0.99772,                      1,                  0.995,                0.67707,                 1.1441,                0.43532,                 1.3357,              0.0014095,              0.0014095,              0.0014095
                    158,                0.86441,                 0.4581,                 1.0693,                0.99864,                      1,                  0.995,                0.71535,                 1.0594,                 0.4051,                 1.1907,              0.0014079,              0.0014079,              0.0014079
                    159,                0.88709,                0.48684,                 1.0796,                0.99829,                      1,                  0.995,                0.69413,                 1.1626,                0.41812,                  1.259,              0.0014062,              0.0014062,              0.0014062
                    160,                0.87026,                0.47804,                 1.0951,                0.99745,                      1,                  0.995,                 0.7129,                  1.024,                0.38321,                 1.2102,              0.0014046,              0.0014046,              0.0014046
                    161,                0.85112,                0.46801,                 1.0691,                0.97871,                      1,                0.99459,                0.71837,                 1.0383,                0.39113,                 1.2126,              0.0014029,              0.0014029,              0.0014029
                    162,                0.87798,                0.47198,                 1.0854,                0.97766,                0.97917,                0.99263,                 0.7051,                 1.0888,                0.45485,                 1.2355,              0.0014013,              0.0014013,              0.0014013
                    163,                0.85749,                0.48578,                 1.0575,                 0.9979,                      1,                  0.995,                0.71572,                 1.0504,                 0.3849,                 1.1885,              0.0013996,              0.0013996,              0.0013996
                    164,                0.85584,                 0.4697,                 1.0829,                0.99801,                0.97917,                0.99459,                0.69224,                 1.1347,                0.42236,                 1.2703,               0.001398,               0.001398,               0.001398
                    165,                0.84294,                0.44991,                 1.0529,                0.97829,                      1,                0.99337,                0.69087,                 1.1307,                0.44497,                 1.2486,              0.0013963,              0.0013963,              0.0013963
                    166,                0.85406,                0.46333,                 1.0631,                0.97838,                      1,                0.98153,                0.69821,                 1.0731,                0.42305,                 1.2358,              0.0013947,              0.0013947,              0.0013947
                    167,                0.87942,                0.45908,                 1.0718,                0.99613,                      1,                  0.995,                0.71204,                 1.0447,                0.39165,                 1.2456,               0.001393,               0.001393,               0.001393
                    168,                0.84889,                 0.4523,                 1.0756,                0.99263,                      1,                  0.995,                0.68261,                 1.1579,                 0.4179,                 1.2969,              0.0013914,              0.0013914,              0.0013914
                    169,                 0.8574,                0.46494,                 1.0712,                 0.9986,                0.97917,                0.97885,                0.70275,                 1.0711,                0.46445,                 1.2061,              0.0013897,              0.0013897,              0.0013897
                    170,                0.84658,                0.45938,                 1.0756,                0.99817,                      1,                  0.995,                0.68418,                 1.1188,                0.42545,                 1.2884,              0.0013881,              0.0013881,              0.0013881
                    171,                0.84587,                0.45366,                 1.0495,                0.99809,                      1,                  0.995,                0.68423,                 1.1236,                0.40568,                 1.2865,              0.0013864,              0.0013864,              0.0013864
                    172,                0.82933,                0.45146,                 1.0491,                0.99846,                      1,                  0.995,                0.70762,                 1.0748,                0.41291,                 1.2029,              0.0013848,              0.0013848,              0.0013848
                    173,                0.83439,                0.45775,                 1.0641,                0.97956,                0.99832,                0.99378,                0.68494,                 1.1223,                0.44172,                 1.2378,              0.0013831,              0.0013831,              0.0013831
                    174,                0.83532,                0.45157,                 1.0548,                0.99615,                      1,                  0.995,                 0.7143,                 1.1003,                0.40545,                 1.2065,              0.0013815,              0.0013815,              0.0013815
                    175,                0.85927,                0.46233,                 1.0629,                0.97704,                      1,                0.97847,                0.69088,                 1.0908,                0.41755,                 1.2424,              0.0013798,              0.0013798,              0.0013798
                    176,                0.81774,                0.45195,                 1.0574,                0.97771,                      1,                 0.9752,                0.70168,                 1.0222,                0.40325,                 1.1935,              0.0013782,              0.0013782,              0.0013782
                    177,                0.82259,                0.45067,                 1.0329,                0.99271,                      1,                  0.995,                0.69617,                  1.069,                0.39919,                 1.2211,              0.0013765,              0.0013765,              0.0013765
                    178,                0.82858,                 0.4611,                 1.0586,                0.99865,                      1,                  0.995,                 0.6882,                 1.1031,                0.42365,                 1.2482,              0.0013749,              0.0013749,              0.0013749
                    179,                0.85651,                0.47859,                 1.0711,                 0.9975,                      1,                  0.995,                0.68224,                  1.141,                0.43987,                 1.2684,              0.0013732,              0.0013732,              0.0013732
                    180,                0.84141,                0.47491,                 1.0592,                      1,                0.99934,                  0.995,                0.70452,                 1.1134,                0.42626,                 1.2637,              0.0013716,              0.0013716,              0.0013716
                    181,                0.82389,                0.44612,                  1.054,                 0.9983,                      1,                  0.995,                 0.7346,                 1.0157,                0.40466,                 1.2049,              0.0013699,              0.0013699,              0.0013699
                    182,                0.81467,                0.44457,                 1.0406,                0.99864,                      1,                  0.995,                0.74522,                 1.0332,                0.39204,                 1.2325,              0.0013683,              0.0013683,              0.0013683
                    183,                0.80214,                0.43544,                 1.0459,                0.99855,                      1,                  0.995,                0.72462,                 1.0752,                0.40893,                 1.2072,              0.0013666,              0.0013666,              0.0013666
                    184,                0.79118,                0.43549,                 1.0369,                0.99866,                      1,                  0.995,                0.70962,                 1.0416,                0.39955,                 1.2243,               0.001365,               0.001365,               0.001365
                    185,                0.83363,                0.42896,                 1.0391,                0.99893,                      1,                  0.995,                0.74012,                 1.0211,                0.38832,                 1.2227,              0.0013633,              0.0013633,              0.0013633
                    186,                0.81832,                0.44433,                  1.034,                0.97821,                      1,                0.99459,                0.75083,                 1.0589,                0.39629,                 1.2346,              0.0013617,              0.0013617,              0.0013617
                    187,                0.82913,                0.44244,                 1.0431,                      1,                0.99817,                  0.995,                0.70019,                 1.1515,                 0.4249,                 1.2981,                0.00136,                0.00136,                0.00136
                    188,                0.80981,                0.44574,                  1.041,                0.99968,                      1,                  0.995,                 0.7166,                 1.0827,                 0.4072,                 1.2202,              0.0013584,              0.0013584,              0.0013584
                    189,                0.79859,                0.43835,                  1.031,                0.99737,                      1,                  0.995,                0.73179,                 1.0649,                0.39724,                 1.2552,              0.0013567,              0.0013567,              0.0013567
                    190,                0.79474,                0.45021,                 1.0386,                0.99898,                      1,                  0.995,                0.71367,                 1.0941,                0.39281,                 1.2256,              0.0013551,              0.0013551,              0.0013551
                    191,                0.80412,                0.43174,                 1.0458,                      1,                0.99786,                  0.995,                 0.7363,                 1.0213,                0.39095,                 1.1986,              0.0013534,              0.0013534,              0.0013534
                    192,                0.81131,                0.45181,                 1.0467,                0.97788,                0.97917,                0.99337,                0.68168,                 1.1607,                0.44897,                 1.3504,              0.0013518,              0.0013518,              0.0013518
                    193,                0.79902,                0.43753,                 1.0464,                0.98928,                      1,                  0.995,                0.72453,                 1.0325,                0.39834,                 1.1923,              0.0013501,              0.0013501,              0.0013501
                    194,                0.82999,                0.45189,                 1.0559,                 0.9992,                      1,                  0.995,                0.66132,                 1.2019,                 0.4289,                 1.3307,              0.0013485,              0.0013485,              0.0013485
                    195,                0.79277,                0.44518,                 1.0354,                0.98616,                      1,                  0.995,                0.69801,                 1.0761,                0.40131,                 1.1922,              0.0013468,              0.0013468,              0.0013468
                    196,                0.80385,                0.44298,                 1.0469,                0.99705,                      1,                  0.995,                0.66439,                 1.1795,                0.42623,                 1.3488,              0.0013452,              0.0013452,              0.0013452
                    197,                 0.7874,                0.44347,                 1.0388,                0.95705,                      1,                0.97607,                0.71629,                 1.0438,                0.41365,                 1.2093,              0.0013435,              0.0013435,              0.0013435
                    198,                0.78401,                 0.4313,                 1.0289,                0.97876,                      1,                  0.995,                 0.7253,                 1.0356,                0.39253,                 1.2145,              0.0013419,              0.0013419,              0.0013419
                    199,                0.77681,                0.42679,                 1.0246,                0.99677,                      1,                  0.995,                0.71786,                 1.0919,                0.40423,                 1.2288,              0.0013402,              0.0013402,              0.0013402
                    200,                0.80369,                0.43645,                 1.0422,                0.97951,                      1,                  0.995,                0.71723,                 1.0768,                0.39556,                 1.2131,              0.0013386,              0.0013386,              0.0013386
                    201,                0.79199,                0.43573,                 1.0291,                 0.9725,                      1,                0.98622,                0.66973,                  1.151,                 0.4376,                 1.2949,              0.0013369,              0.0013369,              0.0013369
                    202,                0.76963,                 0.4248,                 1.0279,                0.97824,                      1,                0.99214,                0.70744,                 1.1056,                0.41797,                 1.2313,              0.0013353,              0.0013353,              0.0013353
                    203,                0.78167,                0.43928,                  1.032,                0.99862,                      1,                  0.995,                0.70843,                  1.087,                0.39823,                 1.2498,              0.0013336,              0.0013336,              0.0013336
                    204,                0.76455,                0.42587,                 1.0185,                0.99583,                      1,                  0.995,                0.73283,                 1.0431,                0.39074,                 1.2111,               0.001332,               0.001332,               0.001332
                    205,                0.77621,                0.42864,                 1.0268,                0.97806,                      1,                0.99133,                0.67245,                 1.1466,                0.41868,                 1.2956,              0.0013303,              0.0013303,              0.0013303
                    206,                0.79576,                0.44253,                  1.042,                0.97929,                      1,                0.99459,                0.69975,                 1.0906,                0.42826,                 1.2625,              0.0013287,              0.0013287,              0.0013287
                    207,                0.76445,                0.41484,                 1.0211,                0.99338,                      1,                  0.995,                0.70557,                 1.0734,                0.40832,                 1.2412,               0.001327,               0.001327,               0.001327
                    208,                0.79405,                0.44095,                 1.0292,                0.99739,                      1,                  0.995,                0.72699,                 1.0331,                0.38438,                 1.2338,              0.0013254,              0.0013254,              0.0013254
                    209,                0.79997,                0.43727,                 1.0385,                0.99738,                      1,                  0.995,                 0.7223,                  1.061,                0.39345,                 1.2593,              0.0013237,              0.0013237,              0.0013237
                    210,                0.78909,                  0.432,                 1.0189,                0.99904,                      1,                  0.995,                0.74993,                 1.0357,                 0.3801,                 1.2535,              0.0013221,              0.0013221,              0.0013221
                    211,                0.80179,                0.43282,                 1.0504,                0.99782,                      1,                  0.995,                0.71629,                 1.0744,                0.38801,                 1.2506,              0.0013204,              0.0013204,              0.0013204
                    212,                0.80453,                0.45798,                 1.0645,                0.97829,                      1,                0.98071,                0.66664,                 1.1719,                0.43959,                 1.2907,              0.0013188,              0.0013188,              0.0013188
                    213,                0.75527,                0.42972,                 1.0241,                0.97818,                      1,                0.99459,                 0.7215,                  1.059,                0.38703,                 1.1999,              0.0013171,              0.0013171,              0.0013171
                    214,                0.78485,                0.44245,                 1.0153,                0.99892,                      1,                  0.995,                0.72856,                 1.0375,                 0.3932,                 1.2125,              0.0013155,              0.0013155,              0.0013155
                    215,                0.77848,                0.43082,                 1.0239,                      1,                 0.9951,                  0.995,                0.72388,                  1.126,                0.41673,                 1.2284,              0.0013138,              0.0013138,              0.0013138
                    216,                0.78282,                0.43025,                 1.0292,                0.99887,                      1,                  0.995,                0.70143,                 1.1577,                0.40829,                 1.3202,              0.0013122,              0.0013122,              0.0013122
                    217,                0.80462,                0.44149,                 1.0314,                0.99876,                      1,                  0.995,                0.72285,                  1.068,                0.39742,                 1.2381,              0.0013105,              0.0013105,              0.0013105
                    218,                 0.7763,                0.43771,                  1.033,                0.99855,                      1,                  0.995,                0.71476,                 1.1102,                 0.3933,                 1.3011,              0.0013089,              0.0013089,              0.0013089
                    219,                0.76047,                0.42685,                 1.0162,                0.99774,                      1,                  0.995,                0.69787,                  1.122,                0.40498,                 1.2699,              0.0013072,              0.0013072,              0.0013072
                    220,                 0.7932,                 0.4439,                 1.0281,                0.97203,                      1,                0.99459,                 0.7365,                 1.0477,                0.40598,                 1.1964,              0.0013056,              0.0013056,              0.0013056
                    221,                0.78062,                0.42983,                 1.0286,                0.99861,                      1,                  0.995,                0.73339,                   1.04,                0.37666,                  1.211,              0.0013039,              0.0013039,              0.0013039
